2022-09-05 00:00:00,500,internship wage,base
2022-09-02 00:00:00,-250,rent,base
2022-10-02 00:00:00,-250,rent,base
2022-11-02 00:00:00,-250,rent,base
2022-12-02 00:00:00,-250,rent,base
2023-01-02 00:00:00,-250,rent,base
2023-02-02 00:00:00,-250,rent,base
2023-03-02 00:00:00,-250,rent,base
2023-04-02 00:00:00,-250,rent,base
2023-05-02 00:00:00,-250,rent,base
2022-08-29 00:00:00,350,allowance,base
2022-09-26 00:00:00,350,allowance,base
2022-10-26 00:00:00,350,allowance,base
2022-11-26 00:00:00,350,allowance,base
2022-12-26 00:00:00,350,allowance,base
2023-01-26 00:00:00,350,allowance,base
2023-02-26 00:00:00,350,allowance,base
2023-03-26 00:00:00,350,allowance,base
2023-04-26 00:00:00,350,allowance,base
2023-05-26 00:00:00,350,allowance,base
2023-06-26 00:00:00,350,allowance,base
2023-07-26 00:00:00,350,allowance,base
2023-08-26 00:00:00,350,allowance,base
2022-10-02 00:00:00,170,scholarship,base
2022-11-02 00:00:00,170,scholarship,base
2022-12-02 00:00:00,170,scholarship,base
2023-01-02 00:00:00,170,scholarship,base
2023-02-02 00:00:00,170,scholarship,base
2023-03-02 00:00:00,170,scholarship,base
2023-04-02 00:00:00,170,scholarship,base
2023-05-02 00:00:00,170,scholarship,base
2022-08-27 00:00:00,200,base money,base
2022-09-23 00:00:00,1400,FFHCM,FFHCM
2022-10-02 00:00:00,400,Research Assistant,RA
2022-11-02 00:00:00,400,Research Assistant,RA
2022-12-02 00:00:00,400,Research Assistant,RA
2023-01-02 00:00:00,400,Research Assistant,RA
2023-02-02 00:00:00,400,Research Assistant,RA
2023-03-02 00:00:00,400,Research Assistant,RA
2023-04-02 00:00:00,400,Research Assistant,RA
2023-05-02 00:00:00,400,Research Assistant,RA
2022-08-29 00:00:00,-60,food,base
2022-09-03 00:00:00,-60,food,base
2022-09-10 00:00:00,-60,food,base
2022-09-17 00:00:00,-60,food,base
2022-09-24 00:00:00,-60,food,base
2022-10-01 00:00:00,-60,food,base
2022-10-08 00:00:00,-60,food,base
2022-10-15 00:00:00,-60,food,base
2022-10-22 00:00:00,-60,food,base
2022-10-29 00:00:00,-60,food,base
2022-11-05 00:00:00,-60,food,base
2022-11-12 00:00:00,-60,food,base
2022-11-19 00:00:00,-60,food,base
2022-11-26 00:00:00,-60,food,base
2022-12-03 00:00:00,-60,food,base
2022-12-10 00:00:00,-60,food,base
2022-12-17 00:00:00,-60,food,base
2022-12-24 00:00:00,-60,food,base
2022-12-31 00:00:00,-60,food,base
2023-01-07 00:00:00,-60,food,base
2023-01-14 00:00:00,-60,food,base
2023-01-21 00:00:00,-60,food,base
2023-01-28 00:00:00,-60,food,base
2023-02-04 00:00:00,-60,food,base
2023-02-11 00:00:00,-60,food,base
2023-02-18 00:00:00,-60,food,base
2023-02-25 00:00:00,-60,food,base
2023-03-04 00:00:00,-60,food,base
2023-03-11 00:00:00,-60,food,base
2023-03-18 00:00:00,-60,food,base
2023-03-25 00:00:00,-60,food,base
2023-04-01 00:00:00,-60,food,base
2023-04-08 00:00:00,-60,food,base
2023-04-15 00:00:00,-60,food,base
2023-04-22 00:00:00,-60,food,base
2023-04-29 00:00:00,-60,food,base
2023-05-06 00:00:00,-60,food,base
2023-05-13 00:00:00,-60,food,base
2023-05-20 00:00:00,-60,food,base
2022-10-03,83,remboursements genes,base

2022-09-05,-38,imagineR,base
2022-10-05,-38,imagineR,base
2022-11-05,-38,imagineR,base
2022-12-05,-38,imagineR,base
2023-01-05,-38,imagineR,base
2023-02-05,-38,imagineR,base
2023-03-05,-38,imagineR,base
2023-04-05,-38,imagineR,base
2023-05-05,-38,imagineR,base
2023-06-05,-38,imagineR,base
2023-07-05,-38,imagineR,base
2023-08-05,-38,imagineR,base
2022-09-05,-50,imagineR,base
2022-10-10,-500,Amende,base
2023-01-02,3000,panicoupe,panicoupe
2022-09-12,-120,WEI,WEI
2022-09-12,-20,fiesta20w,fiesta20w
2022-09-19,-20,fiesta20w,fiesta20w
2022-09-26,-20,fiesta20w,fiesta20w
2022-10-03,-20,fiesta20w,fiesta20w
2022-10-10,-20,fiesta20w,fiesta20w
2022-10-17,-20,fiesta20w,fiesta20w
2022-10-24,-20,fiesta20w,fiesta20w
2022-10-31,-20,fiesta20w,fiesta20w
2022-11-07,-20,fiesta20w,fiesta20w
2022-11-14,-20,fiesta20w,fiesta20w
2022-11-21,-20,fiesta20w,fiesta20w
2022-11-28,-20,fiesta20w,fiesta20w
2022-12-05,-20,fiesta20w,fiesta20w
2022-12-12,-20,fiesta20w,fiesta20w
2022-12-19,-20,fiesta20w,fiesta20w
2022-12-26,-20,fiesta20w,fiesta20w
2023-01-02,-20,fiesta20w,fiesta20w
2023-01-09,-20,fiesta20w,fiesta20w
2023-01-16,-20,fiesta20w,fiesta20w
2023-01-23,-20,fiesta20w,fiesta20w
2023-01-30,-20,fiesta20w,fiesta20w
2023-02-06,-20,fiesta20w,fiesta20w
2023-02-13,-20,fiesta20w,fiesta20w
2023-02-20,-20,fiesta20w,fiesta20w
2023-02-27,-20,fiesta20w,fiesta20w
2023-03-06,-20,fiesta20w,fiesta20w
